,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
514,cons_955,0.4883,AF-A0A7J6BZQ7-F1-model_v4,0.132,1.0,0.341,7.892,Onychostoma macrolepis
515,cons_996,0.4284,AF-A0A034V6C2-F1-model_v4,0.792,1.0,0.555,4.45e-08,Bactrocera dorsalis
516,cons_1864,0.8728,AF-A0A1L8E6Z3-F1-model_v4,0.365,0.89,0.986,4.414e-05,Haematobia irritans
517,cons_1391,0.4051,AF-A0A4V1IQZ6-F1-model_v4,0.288,0.725,0.302,7.742,Blyttiomyces helicus
518,cons_79,0.8895,AF-A0A7C6TWD0-F1-model_v4,0.187,0.618,0.262,0.1629,Clostridiales bacterium
519,cons_2311,0.7479,AF-A0A1A9YIX2-F1-model_v4,0.767,0.694,0.16,0.003748,Glossina fuscipes fuscipes
520,cons_377,0.9551,AF-A0A653DMF9-F1-model_v4,0.354,0.577,0.416,8.519e-06,Callosobruchus maculatus
521,cons_183,0.9898,AF-V9LIU4-F1-model_v4,0.479,0.615,0.738,0.01921,Callorhinchus milii
522,cons_1472,0.837,AF-A0A7S0CMP4-F1-model_v4,0.346,0.473,0.811,2.261e-37,Amorphochlora amoebiformis
523,cons_1614,0.291,AF-A0A4Q1BVD8-F1-model_v4,0.147,0.909,0.474,2.554,Tremella mesenterica
524,cons_1664,0.5982,AF-A0A1A9WZP5-F1-model_v4,0.7,0.961,0.452,0.001984,Glossina brevipalpis
525,cons_1944,0.9891,AF-A0A6F9DMB5-F1-model_v4,0.655,0.799,1.0,2.285e-15,Phallusia mammillata
526,cons_2324,0.9893,AF-A0A6J2TU54-F1-model_v4,0.748,1.0,1.0,9.858e-13,Scaptodrosophila lebanonensis
527,cons_1118,0.3519,AF-A0A392RHD2-F1-model_v4,0.153,1.0,0.83,9.155,Trifolium medium
528,cons_1165,0.9941,AF-A0A1I8N5L2-F1-model_v4,0.964,0.733,1.0,6.502e-15,Musca domestica
529,cons_1027,0.4693,AF-M4BGY5-F1-model_v4,0.206,0.984,0.173,6.554,Hyaloperonospora arabidopsidis Emoy2
530,cons_1247,0.4499,AF-A0A3C1UBC0-F1-model_v4,0.326,0.833,0.434,8.5,Porphyromonadaceae bacterium
531,cons_1631,0.9661,AF-A0A1S3KAV8-F1-model_v4,0.311,0.584,0.195,0.002481,Lingula anatina
532,cons_1842,0.2662,AF-A0A6G0WWP2-F1-model_v4,0.097,0.967,0.31,7.585,Aphanomyces euteiches
533,cons_252,0.977,AF-A0A0L0CG19-F1-model_v4,0.361,0.831,0.981,1.09e-18,Lucilia cuprina
534,cons_284,0.9879,AF-A0A6J2TLM5-F1-model_v4,0.523,1.0,0.818,9.788999999999999e-41,Scaptodrosophila lebanonensis
535,cons_1881,0.3972,AF-P19880-F1-model_v4,0.132,0.927,0.163,8.972,Saccharomyces cerevisiae S288C
536,cons_491,0.3486,AF-B4DHY2-F1-model_v4,0.177,0.898,0.461,3.792,Homo sapiens
537,cons_146,0.2871,AF-A0A7S1FIM9-F1-model_v4,0.125,0.951,0.698,9.745,Noctiluca scintillans
538,cons_1182,0.9659,AF-A0A2J7QI88-F1-model_v4,0.413,0.853,0.951,0.0009279,Cryptotermes secundus
539,cons_1199,0.2191,AF-A0A7S0D8X5-F1-model_v4,0.166,0.856,0.838,5.839,Amorphochlora amoebiformis
540,cons_1974,0.9574,AF-A0A5E4Q9P2-F1-model_v4,0.434,0.594,0.396,1.387e-07,Leptidea sinapis
541,cons_2034,0.9756,AF-A0A6G1SBN4-F1-model_v4,0.435,0.743,0.709,1.203e-06,Aceria tosichella
542,cons_1945,0.8935,AF-A0A2U1JT93-F1-model_v4,0.065,0.726,0.351,8.644,Pueribacillus theae
543,cons_801,0.7902,AF-A0A482VWE0-F1-model_v4,0.379,1.0,1.0,1.51e-09,Asbolus verrucosus
544,cons_1153,0.9174,AF-A0A3D3QA32-F1-model_v4,0.375,0.571,0.851,0.8417,Actinomycetia bacterium
545,cons_1820,0.2821,AF-E4WU15-F1-model_v4,0.135,0.971,0.604,7.456,Oikopleura dioica
546,cons_97,0.7172,AF-A0A553PKC6-F1-model_v4,0.104,0.906,0.857,2.681,Tigriopus californicus
547,cons_1268,0.7507,AF-B0FWC9-F1-model_v4,0.509,1.0,1.0,0.008256,Aedes aegypti
548,cons_838,0.4734,AF-A0A1Y1YA83-F1-model_v4,0.161,0.831,0.718,2.373,Basidiobolus meristosporus CBS 931.73
549,cons_286,0.5885,AF-A0A0H5BHB6-F1-model_v4,0.15,1.0,0.483,9.547,Lotharella vacuolata
550,cons_1676,0.3387,AF-A0A0Q6JRW3-F1-model_v4,0.189,0.82,0.88,3.504,Sphingomonas sp. Leaf339
551,cons_1900,0.2544,AF-F0YST7-F1-model_v4,0.137,0.952,0.223,9.706,Aureococcus anophagefferens
552,cons_1398,0.6069,AF-A0A1G7I3L0-F1-model_v4,0.125,0.914,0.43,9.402,Sporolituus thermophilus DSM 23256
553,cons_2286,0.4128,AF-H0ECZ6-F1-model_v4,0.15,0.305,0.102,2.969,Glarea lozoyensis 74030
554,cons_1941,0.987,AF-A0A1L8E305-F1-model_v4,0.42,0.726,0.196,0.007128,Nyssomyia neivai
555,cons_904,0.9742,AF-A0A6G1SBN4-F1-model_v4,0.435,0.743,0.709,6.837e-07,Aceria tosichella
556,cons_1549,0.4563,AF-N1QJK9-F1-model_v4,0.333,1.0,0.476,8.459,Sphaerulina musiva SO2202
557,cons_1857,0.3472,AF-A0A6I9THU9-F1-model_v4,0.166,0.971,0.539,0.5164,Sesamum indicum
558,cons_1123,0.3047,AF-X8ANS4-F1-model_v4,0.166,0.988,0.539,4.931,Mycobacterium xenopi 3993
559,cons_1459,0.2504,AF-Q7FAM6-F1-model_v4,0.146,0.642,0.614,0.01197,Oryza sativa Japonica Group
560,cons_512,0.8366,AF-Q16Y48-F1-model_v4,0.211,0.533,0.888,0.005589,Aedes aegypti
561,cons_824,0.9805,AF-A0A1A9WXP8-F1-model_v4,0.531,0.615,0.143,1.399e-06,Glossina brevipalpis
562,cons_463,0.9537,AF-A0A832MYE4-F1-model_v4,0.29,0.654,0.993,1.144e-13,Epsilonproteobacteria bacterium
563,cons_33,0.9718,AF-A0A834MD07-F1-model_v4,0.4,0.944,1.0,3.061e-11,Rhynchophorus ferrugineus
564,cons_1369,0.3868,AF-A0A699PDF6-F1-model_v4,0.16,0.956,0.848,8.969,Tanacetum cinerariifolium
565,cons_1039,0.4958,AF-A0A453QCA0-F1-model_v4,0.13,0.972,0.639,6.913,Aegilops tauschii subsp. strangulata
566,cons_368,0.7538,AF-A0A1L8ECH3-F1-model_v4,0.52,0.893,0.974,4.702e-06,Haematobia irritans
567,cons_1249,0.9877,AF-T1GDP9-F1-model_v4,0.514,0.981,0.954,1.072e-27,Megaselia scalaris
568,cons_1583,0.3255,AF-A0A401NTA0-F1-model_v4,0.135,0.862,0.11,8.787,Scyliorhinus torazame
569,cons_773,0.4946,AF-A0A2N2FXB8-F1-model_v4,0.132,0.986,0.607,6.966,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4
570,cons_633,0.488,AF-K2C182-F1-model_v4,0.22,1.0,0.304,7.26,uncultured bacterium
571,cons_197,0.9769,AF-B0W3A7-F1-model_v4,0.424,0.611,0.163,5.857e-06,Culex quinquefasciatus
572,cons_1661,0.5443,AF-A0A5R8VHR0-F1-model_v4,0.163,0.982,0.219,6.369,Pseudarthrobacter sp. NamB4
573,cons_85,0.5328,AF-A0A388LMP6-F1-model_v4,0.147,0.748,0.384,8.165,Chara braunii
574,cons_871,0.8988,AF-A0A822EKK7-F1-model_v4,0.414,0.414,0.976,0.003175,Ranitomeya imitator
575,cons_752,0.7905,AF-A0A6A0HC85-F1-model_v4,0.532,0.838,0.881,2.668e-06,Hyalella azteca
576,cons_1265,0.2985,AF-A0A482W972-F1-model_v4,0.137,0.906,0.195,9.888,Asbolus verrucosus
577,cons_1412,0.4888,AF-A0A521VRQ8-F1-model_v4,0.258,0.983,0.582,3.644,Xanthobacteraceae bacterium
578,cons_1709,0.9787,AF-A0A182S9X8-F1-model_v4,0.595,0.924,0.801,8.938e-10,Anopheles maculatus
579,cons_733,0.5482,AF-A0A5E4WMU2-F1-model_v4,0.207,0.981,0.757,6.215,Pandoraea horticolens
580,cons_1848,0.9931,AF-A0A6P3DHZ1-F1-model_v4,0.7,0.933,0.737,6.427e-11,Bombus terrestris
581,cons_499,0.2521,AF-A0A2R6QKH6-F1-model_v4,0.124,0.974,0.39,0.09679,Actinidia chinensis var. chinensis
582,cons_1992,0.8932,AF-A0A1J1J3Q1-F1-model_v4,0.256,1.0,0.981,2.747e-09,Clunio marinus
583,cons_168,0.9634,AF-E9FY69-F1-model_v4,0.409,0.5,0.83,0.000286,Daphnia pulex
584,cons_1681,0.9166,AF-A0A1I8NKU7-F1-model_v4,0.266,0.62,0.565,0.0001069,Musca domestica
585,cons_1514,0.9969,AF-A0A1B0AQQ9-F1-model_v4,0.957,0.505,0.986,9.109e-25,Glossina palpalis gambiensis
586,cons_406,0.9224,AF-A0A7V4LFW4-F1-model_v4,0.4,0.403,0.046,1.151,Deltaproteobacteria bacterium
587,cons_935,0.6525,AF-A0A059ZXJ2-F1-model_v4,0.168,1.0,0.154,4.939,Boehmeria nivea
588,cons_205,0.985,AF-A0A1A8K0M5-F1-model_v4,0.452,0.489,0.996,7.532e-13,Nothobranchius kuhntae
589,cons_226,0.4935,AF-A0A1B0DR17-F1-model_v4,0.317,0.72,0.606,1.615e-07,Phlebotomus papatasi
590,cons_1803,0.9871,AF-A0A6V7LLW8-F1-model_v4,0.651,0.605,1.0,2.005e-08,Bracon brevicornis
591,cons_1530,0.3004,AF-A0A6J1X0V7-F1-model_v4,0.25,1.0,0.689,4.765,Galleria mellonella
592,cons_1781,0.9588,AF-A0A034WSL9-F1-model_v4,0.774,0.371,0.62,1.792e-05,Bactrocera dorsalis
593,cons_1200,0.3129,AF-A0A540K3T9-F1-model_v4,0.179,0.985,0.798,8.264,Malus baccata
594,cons_1931,0.2952,AF-A0A6H5HUU4-F1-model_v4,0.204,0.989,0.281,4.936,Trichogramma brassicae
595,cons_1809,0.8278,AF-A0A1L8EAT2-F1-model_v4,0.697,0.927,0.974,3.065e-05,Haematobia irritans
596,cons_108,0.9944,AF-A0A6B2GFT6-F1-model_v4,0.892,0.927,0.99,4.0490000000000003e-20,Myxobolus squamalis
597,cons_735,0.4762,AF-A0A482WZ17-F1-model_v4,0.175,0.881,0.643,8.05,Laodelphax striatellus
598,cons_1919,0.3981,AF-A0A1J9SLB2-F1-model_v4,0.218,1.0,0.253,5.275,Diplodia corticola
599,cons_193,0.7933,AF-A0A1A9WV73-F1-model_v4,0.785,0.583,0.697,1.385e-10,Glossina brevipalpis
600,cons_551,0.9944,AF-A0A372Q8N2-F1-model_v4,0.717,0.723,0.99,5.377e-14,Rhizophagus sp. MUCL 43196
601,cons_1858,0.9578,AF-H9JJN2-F1-model_v4,0.339,0.629,0.812,0.01839,Bombyx mori
602,cons_856,0.9568,AF-A0A3P7VA74-F1-model_v4,0.537,0.337,0.918,2.718e-06,Rodentolepis nana
603,cons_2219,0.9727,AF-A0A1B0DAH9-F1-model_v4,0.636,0.509,0.957,1.615e-22,Phlebotomus papatasi
604,cons_1607,0.6054,AF-D3TMX4-F1-model_v4,0.718,1.0,1.0,3.287e-11,Glossina morsitans morsitans
605,cons_1660,0.9983,AF-P62743-F1-model_v4,0.957,1.0,1.0,6.478e-27,Mus musculus
606,cons_1623,0.885,AF-A0A6J2TZT8-F1-model_v4,0.237,0.979,0.986,4.92e-06,Scaptodrosophila lebanonensis
607,cons_445,0.9953,AF-A0A368G4P0-F1-model_v4,0.894,0.938,0.884,2.215e-13,Ancylostoma caninum
608,cons_397,0.3732,AF-A0A1J6KQB9-F1-model_v4,0.116,0.886,0.971,9.433,Nicotiana attenuata
609,cons_1504,0.3397,AF-A0A0P0Y518-F1-model_v4,0.206,1.0,0.875,9.535,Oryza sativa Japonica Group
610,cons_649,0.929,AF-A0A1B6KJY0-F1-model_v4,0.238,0.525,0.183,0.326,Graphocephala atropunctata
611,cons_2320,0.9459,AF-A0A0K8VQQ6-F1-model_v4,0.444,0.536,0.405,0.0905,Bactrocera latifrons
612,cons_141,0.3763,AF-A0A6A4MMJ1-F1-model_v4,0.184,0.962,0.134,9.089,Rhododendron williamsianum
613,cons_376,0.2828,AF-A0A426XN81-F1-model_v4,0.122,0.988,0.419,8.579,Ensete ventricosum
614,cons_527,0.9919,AF-A0A452RL69-F1-model_v4,0.688,1.0,0.483,7.743e-19,Ursus americanus
615,cons_2309,0.7073,AF-B7GD50-F1-model_v4,0.169,0.203,0.101,2.84,Phaeodactylum tricornutum CCAP 1055/1
616,cons_882,0.9542,AF-A0A6G0VN20-F1-model_v4,0.35,0.615,0.095,0.05009,Aphis craccivora
617,cons_236,0.3864,AF-A0A2E4PV02-F1-model_v4,0.038,0.625,0.541,7.3,Chloroflexi bacterium
618,cons_1590,0.2086,AF-A0A0A9JD24-F1-model_v4,0.197,1.0,0.893,4.268,Arundo donax
619,cons_2288,0.07429,AF-A0A1B9GLI0-F1-model_v4,0.142,0.976,0.808,0.451,Kwoniella heveanensis BCC8398
620,cons_588,0.7548,AF-A0A6J2T480-F1-model_v4,0.54,0.953,0.418,0.0038,Scaptodrosophila lebanonensis
621,cons_1967,0.4859,AF-A0A6N9HHB4-F1-model_v4,0.161,1.0,0.753,5.406,Pseudoduganella guangdongensis
622,cons_916,0.172,AF-A0A6J4RYZ9-F1-model_v4,0.192,1.0,0.746,7.936,uncultured Solirubrobacteraceae bacterium
623,cons_891,0.4989,AF-A0A2Z7A932-F1-model_v4,0.171,0.802,0.523,5.978,Dorcoceras hygrometricum
624,cons_2390,0.8141,AF-A0A504YB56-F1-model_v4,0.274,0.984,0.443,0.1927,Fasciola gigantica
625,cons_881,0.2988,AF-J4GP88-F1-model_v4,0.16,0.992,0.136,9.256,Fibroporia radiculosa
626,cons_274,0.5905,AF-A0A0B6Z7G7-F1-model_v4,0.1,0.635,0.755,1.778,Arion vulgaris
627,cons_1373,0.4871,AF-A0A6A1VZN9-F1-model_v4,0.178,0.862,0.448,1.689,Morella rubra
628,cons_1720,0.9972,AF-A0A182W4K0-F1-model_v4,0.909,0.952,0.476,2.032e-18,Anopheles minimus
629,cons_2394,0.3819,AF-A0A1I8M2W1-F1-model_v4,0.342,0.82,0.5,0.0001203,Musca domestica
630,cons_497,0.2967,AF-A0BYB7-F1-model_v4,0.171,1.0,0.629,4.133,Paramecium tetraurelia
631,cons_1242,0.7937,AF-A0A1B6G2U9-F1-model_v4,0.396,0.482,0.53,0.016,Cuerna arida
632,cons_2195,0.4236,AF-A0A517L3A6-F1-model_v4,0.211,0.877,0.531,4.712,Venturia effusa
633,cons_549,0.8797,AF-A0A7J6Z4X0-F1-model_v4,0.7,0.774,0.821,3.884e-16,Abscondita terminalis
634,cons_401,0.925,AF-A0A151J9S0-F1-model_v4,0.253,0.522,0.985,2.712e-05,Trachymyrmex cornetzi
635,cons_1971,0.4213,AF-A0A2J6PQJ4-F1-model_v4,0.139,0.979,0.433,4.917,Hyaloscypha hepaticicola
636,cons_1697,0.7563,AF-A0A6P7FDF7-F1-model_v4,0.313,0.847,0.919,0.02371,Diabrotica virgifera virgifera
637,cons_1081,0.9198,AF-Q1DGU6-F1-model_v4,0.324,0.585,0.856,1.21e-05,Aedes aegypti
638,cons_1869,0.5641,AF-A0A1Q3PWE6-F1-model_v4,0.069,0.253,0.188,3.67,Actinobacteria bacterium 69-20
639,cons_2104,0.1673,AF-A0A2K3D7S5-F1-model_v4,0.233,0.958,0.713,5.518,Chlamydomonas reinhardtii
640,cons_565,0.3121,AF-A0A7C9EXG8-F1-model_v4,0.238,0.984,0.418,9.068,Opuntia streptacantha
641,cons_2031,0.9658,AF-A0A812DHI6-F1-model_v4,0.535,0.694,0.427,4.137e-15,Sepia pharaonis
642,cons_124,0.9779,AF-A0A195EL66-F1-model_v4,0.823,0.864,0.52,7.281e-09,Trachymyrmex cornetzi
643,cons_622,0.2711,AF-A0A2P6MX08-F1-model_v4,0.188,0.958,0.726,5.564,Planoprotostelium fungivorum
644,cons_906,0.9042,AF-A0A1I8M0J7-F1-model_v4,0.341,0.832,0.994,9.988e-16,Musca domestica
645,cons_957,0.4306,AF-A0A3M7SNN1-F1-model_v4,0.156,0.429,0.362,9.778,Brachionus plicatilis
646,cons_272,0.7594,AF-A0A2H1C7A9-F1-model_v4,0.56,0.589,0.691,1.459e-16,Fasciola hepatica
647,cons_671,0.2052,AF-A0A0R3UF62-F1-model_v4,0.175,1.0,0.526,5.598,Mesocestoides corti
648,cons_247,0.3757,AF-A0A1X7TUR6-F1-model_v4,0.145,0.949,0.156,8.756,Amphimedon queenslandica
649,cons_1898,0.7464,AF-T1GHJ4-F1-model_v4,0.614,0.714,0.959,2.99e-06,Megaselia scalaris
650,cons_1573,0.9578,AF-F0YQU7-F1-model_v4,0.304,0.78,0.326,0.005184,Aureococcus anophagefferens
651,cons_2403,0.4259,AF-A0A2N0BEM2-F1-model_v4,0.196,0.956,0.266,9.792,Leptospira ellisii
652,cons_872,0.2164,AF-A0A2H1E7W2-F1-model_v4,0.234,0.626,0.229,5.865,Tenacibaculum maritimum NCIMB 2154
653,cons_2367,0.949,AF-A0A087TZD1-F1-model_v4,0.252,0.878,0.997,7.219e-18,Stegodyphus mimosarum
654,cons_2230,0.9492,AF-A0A0L0CPW7-F1-model_v4,0.375,0.938,0.502,1.779e-14,Lucilia cuprina
655,cons_557,0.61,AF-A0A444V333-F1-model_v4,0.148,0.807,0.083,6.012,Acipenser ruthenus
656,cons_472,0.3407,AF-A0A6P6M383-F1-model_v4,0.142,0.957,0.287,8.472,Carassius auratus
657,cons_2197,0.4545,AF-A0A154P6Y7-F1-model_v4,0.135,0.881,0.9,5.286,Dufourea novaeangliae
658,cons_1374,0.7039,AF-A0A6I9VBC0-F1-model_v4,0.537,0.441,0.985,8.889e-06,Bactrocera dorsalis
659,cons_1880,0.9308,AF-A0A1I8PAU1-F1-model_v4,0.562,0.955,0.962,1.451e-17,Stomoxys calcitrans
660,cons_2060,0.2992,AF-A0A7Y9MC60-F1-model_v4,0.156,0.935,0.281,9.274,Leifsonia sp. AK011
661,cons_1875,0.8247,AF-A0A834IBX3-F1-model_v4,0.328,0.914,0.646,0.04628,Rhynchophorus ferrugineus
662,cons_98,0.3458,AF-A0A554XL54-F1-model_v4,0.16,0.908,0.526,4.553,Tepidimonas fonticaldi
663,cons_995,0.9955,AF-A0A0M3JSR0-F1-model_v4,0.617,0.88,0.91,1.487e-06,Anisakis simplex
664,cons_2130,0.345,AF-I0HTJ0-F1-model_v4,0.211,0.947,0.119,7.008,Rubrivivax gelatinosus IL144
665,cons_1215,0.9908,AF-A0A6J8AWL1-F1-model_v4,0.352,0.495,0.236,8.272e-05,Mytilus coruscus
666,cons_63,0.3122,AF-A0A2S7P5Q9-F1-model_v4,0.201,0.965,0.263,6.892,Rutstroemia sp. NJR-2017a WRK4
667,cons_1629,0.7531,AF-A0A3F3QAA4-F1-model_v4,0.086,0.611,1.0,2.831,Aspergillus welwitschiae
668,cons_1935,0.9549,AF-A0A1Y2HBB8-F1-model_v4,0.345,0.5,0.982,8.703e-05,Catenaria anguillulae PL171
669,cons_123,0.7585,AF-Q5REZ1-F1-model_v4,0.687,0.984,0.97,3.753e-05,Pongo abelii
670,cons_1892,0.3104,AF-L8GWC5-F1-model_v4,0.061,0.785,0.835,1.566,Acanthamoeba castellanii str. Neff
671,cons_1747,0.9869,AF-A0A336MXE7-F1-model_v4,0.503,0.712,0.303,2.202e-17,Culicoides sonorensis
672,cons_1797,0.488,AF-A0A524M1H5-F1-model_v4,0.083,0.968,0.455,8.962,Methanosarcina sp.
673,cons_911,0.9604,AF-W5JF39-F1-model_v4,0.698,0.883,0.841,9.634e-05,Anopheles darlingi
674,cons_2205,0.6808,AF-A0A078KIT6-F1-model_v4,0.098,0.909,0.265,6.465,[Clostridium] cellulosi
675,cons_608,0.4,AF-Q54TT7-F1-model_v4,0.148,0.958,0.279,9.418,Dictyostelium discoideum
676,cons_1682,0.2872,AF-A0A4Y2DK12-F1-model_v4,0.128,0.926,0.694,6.864,Araneus ventricosus
677,cons_502,0.8634,AF-A0A2P4YLT2-F1-model_v4,0.088,0.369,0.074,6.859,Phytophthora palmivora var. palmivora
678,cons_357,0.8774,AF-A0A7R8YW34-F1-model_v4,0.243,0.678,0.236,0.1004,Hermetia illucens
679,cons_1793,0.3489,AF-A0A1U7IE52-F1-model_v4,0.093,0.985,0.492,0.36,Phormidium ambiguum IAM M-71
680,cons_465,0.6693,AF-A0A5J5U4H4-F1-model_v4,0.135,1.0,0.546,7.738,Gossypium barbadense
681,cons_399,0.9411,AF-A0A3N6UQT8-F1-model_v4,0.388,0.511,0.827,0.0001968,Brassica cretica
682,cons_621,0.3228,AF-A0A444EGS3-F1-model_v4,0.176,0.837,0.436,8.149,Ensete ventricosum
683,cons_1740,0.6645,AF-A0A1S3D0A7-F1-model_v4,0.153,0.898,1.0,1.077e-14,Diaphorina citri
684,cons_22,0.9503,AF-A0A1I8M2I0-F1-model_v4,0.415,0.746,0.131,0.003444,Musca domestica
685,cons_493,0.3447,AF-A0A7Y2HH21-F1-model_v4,0.147,0.978,0.564,8.764,Saprospiraceae bacterium
686,cons_473,0.9586,AF-A0A672QRT8-F1-model_v4,0.491,0.431,0.722,1.033e-14,Sinocyclocheilus grahami
687,cons_2112,0.6266,AF-A0A7C2JUX3-F1-model_v4,0.16,0.367,0.137,1.277,Gammaproteobacteria bacterium
688,cons_1083,0.2842,AF-A0A6F9ANP3-F1-model_v4,0.164,0.958,0.491,6.769,Coregonus sp. 'balchen'
689,cons_1533,0.947,AF-A0A368H8S7-F1-model_v4,0.425,0.56,0.315,5.951e-05,Ancylostoma caninum
690,cons_1774,0.9658,AF-M4B6H4-F1-model_v4,0.603,0.829,1.0,6.302000000000001e-28,Hyaloperonospora arabidopsidis Emoy2
691,cons_1487,0.9935,AF-A0A1A9ZWE1-F1-model_v4,0.586,1.0,0.568,1.573e-20,Glossina pallidipes
692,cons_1461,0.32,AF-A0A3C1X9A2-F1-model_v4,0.106,0.711,0.828,0.6119,Planctomycetaceae bacterium
693,cons_1904,0.3133,AF-A0A7K1ICL7-F1-model_v4,0.105,0.739,0.197,5.327,Nitriliruptoraceae bacterium ZYF776
694,cons_1989,0.6099,AF-A0A1W7R721-F1-model_v4,0.5,0.92,0.989,5.68e-07,Aedes albopictus
695,cons_1528,0.8729,AF-A0A146L586-F1-model_v4,0.302,0.826,0.164,0.0001211,Lygus hesperus
696,cons_2123,0.5119,AF-A0A4Y2CXL1-F1-model_v4,0.108,0.876,0.978,6.654,Araneus ventricosus
697,cons_1560,0.6456,AF-A0A1B6CBX3-F1-model_v4,0.66,0.982,0.519,0.0002857,Clastoptera arizonana
698,cons_1261,0.8597,AF-A0A7G8FLA0-F1-model_v4,0.171,0.821,0.327,5.195,Synechococcus sp. RS9907
699,cons_2120,0.9401,AF-A0A034V9H9-F1-model_v4,0.83,0.251,0.989,1.2199999999999998e-53,Bactrocera dorsalis
700,cons_602,0.4148,AF-W8CBM4-F1-model_v4,0.563,1.0,0.355,1.388e-06,Ceratitis capitata
701,cons_242,0.5192,AF-A0A6J2UEI2-F1-model_v4,0.514,0.812,0.977,1.708e-09,Scaptodrosophila lebanonensis
702,cons_2,0.9767,AF-A0BD62-F1-model_v4,0.26,0.602,0.385,0.002877,Paramecium tetraurelia
703,cons_1428,0.2568,AF-A0A3N4L8W3-F1-model_v4,0.142,0.882,0.472,6.826,Terfezia boudieri ATCC MYA-4762
704,cons_2204,0.5921,AF-S7MVA0-F1-model_v4,0.459,0.77,0.729,2.286e-07,Myotis brandtii
705,cons_1392,0.7154,AF-A0A3P6TYQ4-F1-model_v4,0.088,0.962,0.608,6.919,Litomosoides sigmodontis
706,cons_2019,0.369,AF-A0A5C7UT00-F1-model_v4,0.14,0.97,0.22,8.638,Pelomonas sp.
707,cons_1635,0.9799,AF-A0A0A9RG88-F1-model_v4,0.44,0.536,0.743,1.763e-05,Arundo donax
708,cons_1770,0.3243,AF-A0A1D8DXF4-F1-model_v4,0.09,1.0,0.588,6.296,uncultured bacterium
709,cons_439,0.3313,AF-A0A1Y2GKB8-F1-model_v4,0.153,0.955,0.528,7.485,Lobosporangium transversale
710,cons_199,0.3823,AF-A0A261B736-F1-model_v4,0.166,0.968,0.291,8.65,Caenorhabditis remanei
711,cons_1335,0.3231,AF-A0A6J1SVL4-F1-model_v4,0.237,0.992,1.0,0.006173,Frankliniella occidentalis
712,cons_251,0.5531,AF-A0A5N6XIA9-F1-model_v4,0.163,0.917,0.739,7.745,Aspergillus sergii
713,cons_1929,0.8807,AF-A0A1I7RMR9-F1-model_v4,0.322,0.523,0.047,0.002711,Bursaphelenchus xylophilus
714,cons_1699,0.9716,AF-A0A151J254-F1-model_v4,0.627,0.836,0.785,4.075e-13,Trachymyrmex cornetzi
715,cons_60,0.9944,AF-A0A0C9R1H3-F1-model_v4,0.688,0.972,0.879,1.6939999999999998e-23,Fopius arisanus
716,cons_278,0.2581,AF-A0A0F8BVU9-F1-model_v4,0.209,0.948,0.17,9.485,Ceratocystis platani
717,cons_2002,0.5651,AF-A0A7T9JJG0-F1-model_v4,0.124,0.823,0.235,5.479,Acidobacteria bacterium
718,cons_1116,0.8479,AF-A0A224Y4V9-F1-model_v4,0.536,1.0,1.0,4.024e-05,Panstrongylus lignarius
719,cons_1584,0.2532,AF-X6N613-F1-model_v4,0.11,1.0,0.401,8.923,Reticulomyxa filosa
720,cons_190,0.9967,AF-A0A182W4K0-F1-model_v4,0.888,0.952,0.476,3.669e-18,Anopheles minimus
721,cons_1762,0.7206,AF-A0A1B0EZ62-F1-model_v4,0.232,0.67,0.842,0.004367,Phlebotomus papatasi
722,cons_2321,0.9924,AF-A0A7J6BFF4-F1-model_v4,0.651,0.856,0.781,2.667e-14,Ameiurus melas
723,cons_1979,0.9423,AF-A0A811VAB9-F1-model_v4,0.298,0.824,0.944,3.981e-16,Ceratitis capitata
724,cons_2161,0.1757,AF-A0A834IJS7-F1-model_v4,0.198,1.0,0.445,7.483,Rhynchophorus ferrugineus
725,cons_2346,0.4287,AF-A0A2M4AVV5-F1-model_v4,0.335,0.739,1.0,1.143e-15,Anopheles triannulatus
726,cons_867,0.8416,AF-A0A336L689-F1-model_v4,0.612,0.991,1.0,8.785e-09,Culicoides sonorensis
727,cons_1885,0.41,AF-A0A0G0PAL9-F1-model_v4,0.224,0.839,0.257,9.388,candidate division CPR2 bacterium GW2011_GWC2_39_10
728,cons_5,0.9529,AF-A0A7G7WYX9-F1-model_v4,0.428,0.746,0.698,1.393e-16,Pachycerianthus borealis
729,cons_1602,0.3805,AF-A0A663MEI6-F1-model_v4,0.107,0.956,0.138,7.156,Athene cunicularia
730,cons_759,0.9421,AF-A0A820MPS9-F1-model_v4,0.294,0.386,0.21,0.002353,Rotaria sp. Silwood2
731,cons_1546,0.6995,AF-A0A182PKX6-F1-model_v4,0.436,0.685,0.952,6.197e-07,Anopheles epiroticus
732,cons_2364,0.9528,AF-A0A1Y1LMV5-F1-model_v4,0.8,0.369,1.0,9.997000000000001e-46,Photinus pyralis
733,cons_2169,0.8885,AF-A0A034WEQ3-F1-model_v4,0.423,0.389,0.997,8.307e-40,Bactrocera dorsalis
734,cons_664,0.441,AF-A0A420WMA6-F1-model_v4,0.319,0.855,0.19,3.962,Litorimonas taeanensis
