,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
725,droso_5682_replicate_2_after100ns,0.5251,AF-U2KF98-F1-model_v4,0.163,0.803,0.311,9.022,Ruminococcus callidus ATCC 27760
726,droso_4385_replicate_1_after100ns,0.6229,AF-A0A315VNE1-F1-model_v4,0.063,0.434,0.485,9.114,Gambusia affinis
727,droso_4024_replicate_2_after100ns,0.4393,AF-A0A7R8H306-F1-model_v4,0.158,0.921,0.313,5.233,Lepeophtheirus salmonis
728,droso_4377_replicate_3_after100ns,0.1893,AF-A0A178DI91-F1-model_v4,0.184,0.902,0.432,4.814,Pyrenochaeta sp. DS3sAY3a
729,droso_1379_replicate_2_after100ns,0.2534,AF-A0A7J4B3Q2-F1-model_v4,0.092,0.344,0.398,4.418,Candidatus Micrarchaeota archaeon
730,droso_2446_replicate_3_after100ns,0.3074,AF-A0A2W1TQC4-F1-model_v4,0.13,0.656,0.684,2.673,Curtobacterium sp. MCBD17_032
731,droso_4634_replicate_1_after100ns,0.603,AF-A0A1G2VNB0-F1-model_v4,0.057,0.5,0.543,6.83,Parcubacteria group bacterium RIFCSPLOWO2_02_FULL_40_12
732,droso_1428_replicate_1_after100ns,0.14,AF-Q24C84-F1-model_v4,0.125,0.745,0.134,6.092,Tetrahymena thermophila SB210
733,droso_1887_replicate_2_after100ns,0.5418,AF-A0A6N4WCE2-F1-model_v4,0.186,0.179,0.406,3.777,Mycolicibacterium anyangense
734,droso_2939_replicate_2_after100ns,0.5671,AF-A0A1E5X6W4-F1-model_v4,0.149,0.452,0.156,9.313,Pseudomonas sp. J237
735,droso_2259_replicate_2_after100ns,0.2852,AF-A0A195FL57-F1-model_v4,0.119,0.9,0.678,7.489,Trachymyrmex septentrionalis
736,droso_4919_replicate_3_after100ns,0.3641,AF-A0A317XZ58-F1-model_v4,0.116,0.898,0.385,6.626,Testicularia cyperi
737,droso_1489_replicate_3_after100ns,0.3389,AF-W6NBD7-F1-model_v4,0.078,0.608,0.821,6.268,Haemonchus contortus
738,droso_4983_replicate_1_after100ns,0.5611,AF-A0A132NN38-F1-model_v4,0.022,0.331,0.161,4.83,Giardia intestinalis assemblage B
739,droso_2269_replicate_3_after100ns,0.4275,AF-A0A194Q7P8-F1-model_v4,0.102,0.71,0.218,8.686,Papilio xuthus
740,droso_2320_replicate_1_after100ns,0.259,AF-A0A847M7D4-F1-model_v4,0.159,1.0,0.191,7.477,candidate division WS1 bacterium
741,droso_2504_replicate_1_after100ns,0.164,AF-A0A1H1IMN8-F1-model_v4,0.247,0.462,0.411,8.88,Rhizobiales bacterium GAS113
742,droso_5995_replicate_3_after100ns,0.7911,AF-A0A840D613-F1-model_v4,0.189,0.846,0.841,3.061,Bacteroides reticulotermitis
743,droso_6631_replicate_2_after100ns,0.3326,AF-A0A2N2PZ32-F1-model_v4,0.156,0.682,0.208,9.49,Chloroflexi bacterium HGW-Chloroflexi-1
744,droso_4854_replicate_2_after100ns,0.2878,AF-A0A6P7KYG3-F1-model_v4,0.129,0.616,0.415,8.585,Betta splendens
745,droso_1887_replicate_3_after100ns,0.3153,AF-A0A848I034-F1-model_v4,0.114,0.254,0.475,5.507,Sphingobium sp. TB-6
746,droso_5259_replicate_2_after100ns,0.1462,AF-A0A0D3EQG8-F1-model_v4,0.113,0.898,0.793,2.78,Oryza barthii
747,droso_3111_replicate_2_after100ns,0.2632,AF-D7G945-F1-model_v4,0.132,0.826,0.549,6.638,Ectocarpus siliculosus
748,droso_1214_replicate_1_after100ns,0.391,AF-E9GKL4-F1-model_v4,0.182,0.887,0.128,9.319,Daphnia pulex
749,droso_2476_replicate_3_after100ns,0.5759,AF-A0A026WN01-F1-model_v4,0.121,0.929,0.744,5.776,Ooceraea biroi
750,droso_959_replicate_2_after100ns,0.3534,AF-A0A497ENS8-F1-model_v4,0.038,0.222,0.65,9.324,Candidatus Verstraetearchaeota archaeon
751,droso_2831_replicate_2_after100ns,0.4718,AF-A0A2P6TXH1-F1-model_v4,0.117,0.853,0.839,9.136,Chlorella sorokiniana
752,droso_3897_replicate_1_after100ns,0.3939,AF-A0A0R1JI64-F1-model_v4,0.107,0.964,0.793,8.198,Lacticaseibacillus nasuensis JCM 17158
753,droso_1531_replicate_2_after100ns,0.2157,AF-A0A838RIW0-F1-model_v4,0.216,0.811,0.682,4.407,Ardenticatenales bacterium
754,droso_957_replicate_2_after100ns,0.3635,AF-A0A6S7J920-F1-model_v4,0.13,0.74,0.623,8.16,Paramuricea clavata
755,droso_2939_replicate_3_after100ns,0.5322,AF-A0A1Q3Q901-F1-model_v4,0.138,0.404,0.341,8.447,Actinobacteria bacterium 69-20
756,droso_4222_replicate_1_after100ns,0.1971,AF-A0A183RKX6-F1-model_v4,0.073,1.0,0.755,7.898,Schistosoma rodhaini
757,droso_6569_replicate_3_after100ns,0.1313,AF-D5AAC4-F1-model_v4,0.161,0.876,0.776,4.091,Picea sitchensis
758,droso_1176_replicate_2_after100ns,0.45,AF-A0A4C1ZRJ1-F1-model_v4,0.083,0.437,0.467,8.387,Eumeta japonica
759,droso_6485_replicate_3_after100ns,0.3725,AF-A0A0L6VNT4-F1-model_v4,0.104,0.706,0.158,5.23,Puccinia sorghi
760,droso_4830_replicate_2_after100ns,0.3198,AF-A0A4R6X8T0-F1-model_v4,0.126,0.989,0.06,9.665,Marinomonas communis
761,droso_6029_replicate_1_after100ns,0.1417,AF-K3W3F2-F1-model_v4,0.132,0.982,0.182,6.651,Fusarium pseudograminearum CS3096
762,droso_4943_replicate_1_after100ns,0.7623,AF-A0A6J2UCK7-F1-model_v4,0.192,0.582,0.596,0.5461,Scaptodrosophila lebanonensis
763,droso_3770_replicate_3_after100ns,0.3019,AF-A0A6V7XG15-F1-model_v4,0.035,0.385,0.172,5.165,Meloidogyne enterolobii
764,droso_4839_replicate_2_after100ns,0.3124,AF-A0A7C2J320-F1-model_v4,0.192,0.716,0.183,1.319,candidate division NC10 bacterium
765,droso_2764_replicate_2_after100ns,0.3831,AF-A0A2D2LV75-F1-model_v4,0.213,0.836,0.128,9.192,Moraxella osloensis
766,droso_2629_replicate_3_after100ns,0.4244,AF-Q6EPE2-F1-model_v4,0.269,0.567,0.797,8.212,Oryza sativa Japonica Group
767,droso_5208_replicate_3_after100ns,0.243,AF-A0A6P3YR75-F1-model_v4,0.164,0.842,0.181,7.928,Ziziphus jujuba
768,droso_5828_replicate_1_after100ns,0.6679,AF-A0A2E0XKP7-F1-model_v4,0.087,0.803,0.671,9.908,Candidatus Poribacteria bacterium
769,droso_1358_replicate_1_after100ns,0.5035,AF-A0A6C0JWG1-F1-model_v4,0.097,0.473,0.693,1.662,viral metagenome
770,droso_2491_replicate_2_after100ns,0.2865,AF-A0A2V9RV45-F1-model_v4,0.166,0.444,0.667,8.736,Acidobacteria bacterium
771,droso_4290_replicate_1_after100ns,0.3493,AF-A0A072T6M4-F1-model_v4,0.138,0.706,0.907,8.596,Delftia tsuruhatensis
772,droso_3112_replicate_2_after100ns,0.5919,AF-A0A553UKP7-F1-model_v4,0.123,0.947,0.89,7.758,Deinococcus detaillensis
773,droso_2281_replicate_3_after100ns,0.4516,AF-A0A7Y5HEJ3-F1-model_v4,0.11,0.871,0.222,5.202,Candidatus Brocadiae bacterium
774,droso_291_replicate_1_after100ns,0.3599,AF-A0A6A5SD45-F1-model_v4,0.196,0.393,0.473,6.231,Clathrospora elynae
775,droso_2076_replicate_2_after100ns,0.654,AF-A0A2M6Z2V0-F1-model_v4,0.211,0.556,0.867,8.782,Candidatus Hydrogenedentes bacterium CG07_land_8_20_14_0_80_42_17
776,droso_5690_replicate_1_after100ns,0.4368,AF-A0A3D0C8P5-F1-model_v4,0.09,0.628,0.22,6.783,Colwellia sp.
777,droso_2917_replicate_1_after100ns,0.3743,AF-A0A2F0ASN2-F1-model_v4,0.195,1.0,0.114,7.247,Myxococcales bacterium
778,droso_3470_replicate_2_after100ns,0.1704,AF-A0A7T5RBC5-F1-model_v4,0.136,0.937,0.8,8.845,Candidatus Levybacteria bacterium
779,droso_4557_replicate_3_after100ns,0.6851,AF-A0A1G7NM12-F1-model_v4,0.103,0.853,0.144,7.966,Lentzea fradiae
780,droso_3265_replicate_2_after100ns,0.3008,AF-A0A672SWE8-F1-model_v4,0.113,0.883,0.633,6.029,Sinocyclocheilus grahami
781,droso_4674_replicate_3_after100ns,0.5152,AF-A0A7W0A257-F1-model_v4,0.205,0.647,0.885,3.974,Chloroflexia bacterium
782,droso_6520_replicate_3_after100ns,0.8522,AF-A0A5E4IRB6-F1-model_v4,0.176,0.864,0.213,9.171,uncultured archaeon
783,droso_1054_replicate_1_after100ns,0.856,AF-A0A532VAH7-F1-model_v4,0.125,0.474,0.681,0.239,candidate division TA06 bacterium B3_TA06
784,droso_3136_replicate_1_after100ns,0.4811,AF-A0A5N5ISE6-F1-model_v4,0.121,0.623,0.594,1.992,Muricauda hadalis
785,droso_4723_replicate_2_after100ns,0.06502,AF-A0A5E4D7I0-F1-model_v4,0.15,0.927,0.733,9.413,Marmota monax
786,droso_1183_replicate_3_after100ns,0.2383,AF-A0A511JE01-F1-model_v4,0.175,0.658,0.255,8.556,Cellulomonas composti
787,droso_588_replicate_1_after100ns,0.3006,AF-A0A4P9WCX2-F1-model_v4,0.157,0.972,0.255,9.341,Blyttiomyces helicus
788,droso_2987_replicate_1_after100ns,0.2677,AF-A0A2D6HX19-F1-model_v4,0.151,0.943,0.349,2.749,Alteromonas sp.
789,droso_786_replicate_2_after100ns,0.6565,AF-A0A423IPG0-F1-model_v4,0.136,0.352,0.076,7.935,Pseudomonas frederiksbergensis
790,droso_3356_replicate_1_after100ns,0.4125,AF-A0A4U0VGZ0-F1-model_v4,0.04,0.729,0.175,5.745,Friedmanniomyces endolithicus
791,droso_1023_replicate_3_after100ns,0.1393,AF-A0A816SC09-F1-model_v4,0.138,0.98,0.897,4.758,Brassica napus
792,droso_837_replicate_2_after100ns,0.2386,AF-A0A6J2U3V0-F1-model_v4,0.153,0.314,0.738,0.2272,Scaptodrosophila lebanonensis
793,droso_2361_replicate_1_after100ns,0.3786,AF-A0A7S0IY82-F1-model_v4,0.181,0.618,0.287,6.415,Calcidiscus leptoporus
794,droso_6631_replicate_1_after100ns,0.5122,AF-A0A090MUE1-F1-model_v4,0.145,0.614,0.231,9.945,Strongyloides ratti
795,droso_1681_replicate_3_after100ns,0.5062,AF-A0A327VT46-F1-model_v4,0.185,0.736,0.201,4.544,Streptomyces sp. PsTaAH-137
796,droso_1159_replicate_2_after100ns,0.3977,AF-A0A2G2PHW1-F1-model_v4,0.12,0.791,0.443,7.808,Sulfurimonas sp.
797,droso_49_replicate_3_after100ns,0.6547,AF-A0A842Q3K7-F1-model_v4,0.105,0.317,0.932,0.1242,Nitrososphaeraceae archaeon
798,droso_4624_replicate_3_after100ns,0.4791,AF-A0A1Y2G4N2-F1-model_v4,0.1,0.581,0.213,3.627,Leucosporidium creatinivorum
799,droso_1762_replicate_1_after100ns,0.2432,AF-A0A183MF49-F1-model_v4,0.098,0.988,0.178,5.995,Schistosoma margrebowiei
800,droso_2845_replicate_1_after100ns,0.5209,AF-A0A4Q4D1A0-F1-model_v4,0.134,0.962,0.864,6.164,Actinomycetales bacterium
801,droso_2654_replicate_3_after100ns,0.6579,AF-A0A4Y8QD57-F1-model_v4,0.093,0.571,0.381,6.827,Shinella sumterensis
802,droso_325_replicate_3_after100ns,0.4003,AF-W8T8N2-F1-model_v4,0.147,0.557,0.742,7.361,Peptoclostridium acidaminophilum DSM 3953
803,droso_4026_replicate_1_after100ns,0.2305,AF-A0A7J0DEG5-F1-model_v4,0.114,0.745,0.471,8.215,Actinidia rufa
804,droso_526_replicate_1_after100ns,0.6508,AF-A0A026WUM6-F1-model_v4,0.184,0.953,0.617,0.6742,Ooceraea biroi
805,droso_2321_replicate_2_after100ns,0.439,AF-A0A0P1I839-F1-model_v4,0.144,0.956,0.335,5.463,Shimia thalassica
806,droso_2323_replicate_1_after100ns,0.2647,AF-A0A1H3IWL9-F1-model_v4,0.232,0.326,0.675,9.079,Pseudomonas sp. NFIX28
807,droso_4926_replicate_1_after100ns,0.2807,AF-A0A848Y6G6-F1-model_v4,0.138,0.837,0.707,9.317,Hyphomicrobiales bacterium
808,droso_2851_replicate_2_after100ns,0.1836,AF-A0A2D0SHW0-F1-model_v4,0.099,0.676,0.458,9.878,Ictalurus punctatus
809,droso_2378_replicate_1_after100ns,0.6487,AF-A0A3F3H205-F1-model_v4,0.064,0.721,0.344,7.776,Fructobacillus tropaeoli
810,droso_1817_replicate_1_after100ns,0.6599,AF-A0A182K676-F1-model_v4,0.085,0.511,0.068,8.485,Anopheles christyi
811,droso_312_replicate_2_after100ns,0.2818,AF-A0A537F5E9-F1-model_v4,0.081,0.557,0.43,7.404,Candidatus Bathyarchaeota archaeon
812,droso_20_replicate_3_after100ns,0.07528,AF-A0A484FBZ0-F1-model_v4,0.169,0.861,0.535,2.798,Colletotrichum orbiculare MAFF 240422
813,droso_1181_replicate_3_after100ns,0.3938,AF-A0A5Q7YMD7-F1-model_v4,0.134,0.957,0.332,8.519,[Candida] auris
814,droso_4643_replicate_3_after100ns,0.3801,AF-B8F9R5-F1-model_v4,0.197,0.814,0.085,2.929,Desulfatibacillum aliphaticivorans
815,droso_5727_replicate_2_after100ns,0.2827,AF-A0A328D4A8-F1-model_v4,0.119,0.948,0.38,7.968,Cuscuta australis
816,droso_1915_replicate_1_after100ns,0.678,AF-A0A662SU85-F1-model_v4,0.128,0.277,0.283,8.662,Candidatus Korarchaeota archaeon
817,droso_2580_replicate_2_after100ns,0.4055,AF-A0A2G9MN84-F1-model_v4,0.083,0.327,0.171,3.937,Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_32_9
818,droso_1015_replicate_1_after100ns,0.7094,AF-A0A4Y1RD09-F1-model_v4,0.079,0.553,0.529,1.267,Prunus dulcis
819,droso_5523_replicate_3_after100ns,0.5035,AF-A0A225DNS7-F1-model_v4,0.136,1.0,0.165,8.618,Fimbriiglobus ruber
820,droso_400_replicate_2_after100ns,0.3515,AF-R7STS9-F1-model_v4,0.123,1.0,0.278,3.797,Dichomitus squalens LYAD-421 SS1
821,droso_4994_replicate_3_after100ns,0.5307,AF-A0A848G2C6-F1-model_v4,0.135,0.701,0.858,7.367,Zoogloea dura
822,droso_2293_replicate_3_after100ns,0.456,AF-A0A1V5R5F9-F1-model_v4,0.115,1.0,0.255,9.557,Acidobacteria bacterium ADurb.Bin340
823,droso_5535_replicate_2_after100ns,0.5241,AF-A0A670KL72-F1-model_v4,0.121,0.984,0.126,9.548,Podarcis muralis
824,droso_2631_replicate_1_after100ns,0.2989,AF-A0A2M7TS83-F1-model_v4,0.069,0.533,0.642,7.234,Candidatus Shapirobacteria bacterium CG_4_10_14_0_2_um_filter_40_12
825,droso_6136_replicate_3_after100ns,0.1924,AF-A0A7S4RGP2-F1-model_v4,0.164,0.775,0.393,7.198,Ditylum brightwellii
826,droso_2846_replicate_1_after100ns,0.1312,AF-A0A2H0WAT7-F1-model_v4,0.132,0.971,0.226,9.988,Bdellovibrio sp. CG10_big_fil_rev_8_21_14_0_10_47_8
827,droso_2986_replicate_2_after100ns,0.374,AF-A0A2E3LWW1-F1-model_v4,0.123,0.664,0.144,0.7511,Waddliaceae bacterium
828,droso_1086_replicate_1_after100ns,0.3204,AF-A0A2R8C267-F1-model_v4,0.122,0.736,0.941,7.597,Palleronia abyssalis
829,droso_5232_replicate_3_after100ns,0.531,AF-A0A3M7RDW0-F1-model_v4,0.151,0.627,0.929,5.361,Brachionus plicatilis
830,droso_3254_replicate_3_after100ns,0.5262,AF-A0A1F9P708-F1-model_v4,0.181,0.701,0.509,8.691,Desulfobacterales bacterium RIFOXYA12_FULL_46_15
831,droso_6605_replicate_3_after100ns,0.2594,AF-A0A2S2DQ20-F1-model_v4,0.129,0.827,0.186,8.018,Massilia oculi
832,droso_3811_replicate_1_after100ns,0.2602,AF-A0A6P4ZA32-F1-model_v4,0.213,0.687,0.229,8.106,Branchiostoma belcheri
833,droso_1821_replicate_2_after100ns,0.6187,AF-A0A496XLF8-F1-model_v4,0.125,0.387,0.116,9.875,Epsilonproteobacteria bacterium
834,droso_2208_replicate_2_after100ns,0.2831,AF-A0A5B7HVC2-F1-model_v4,0.169,0.776,0.728,8.31,Portunus trituberculatus
835,droso_49_replicate_1_after100ns,0.2105,AF-A0A6H5HT79-F1-model_v4,0.13,0.341,0.271,8.083,Nesidiocoris tenuis
836,droso_4872_replicate_2_after100ns,0.5283,AF-A0A3A9FUU4-F1-model_v4,0.156,0.32,0.203,8.248,bacterium 1XD42-8
837,droso_4794_replicate_1_after100ns,0.7929,AF-H9JGK9-F1-model_v4,0.138,0.881,0.361,0.05497,Bombyx mori
838,droso_3465_replicate_2_after100ns,0.6159,AF-A0A6B2YZT4-F1-model_v4,0.057,0.354,0.092,2.566,Streptomyces sp. SID14515
839,droso_2027_replicate_3_after100ns,0.345,AF-M3Y3R5-F1-model_v4,0.154,0.374,0.496,5.47,Mustela putorius furo
840,droso_400_replicate_1_after100ns,0.3893,AF-A0A0K2THA7-F1-model_v4,0.1,0.988,0.658,3.559,Lepeophtheirus salmonis
841,droso_4748_replicate_2_after100ns,0.3074,AF-A0A1Z9YEL2-F1-model_v4,0.129,0.929,0.542,7.824,Hyphomonadaceae bacterium TMED5
842,droso_4502_replicate_2_after100ns,0.4482,AF-A0A8B5X1N1-F1-model_v4,0.085,0.835,0.07,4.016,Candidatus Competibacteraceae bacterium
843,droso_5034_replicate_1_after100ns,0.4657,AF-A0A6J7ILT1-F1-model_v4,0.145,0.797,0.286,9.728,freshwater metagenome
844,droso_5298_replicate_1_after100ns,0.1724,AF-A0A3S0FVD0-F1-model_v4,0.163,0.944,0.269,8.623,Hyphomicrobiales bacterium
845,droso_868_replicate_1_after100ns,0.4096,AF-A0A124FWU6-F1-model_v4,0.138,0.909,0.471,9.69,candidate division WS6 bacterium 34_10
846,droso_3246_replicate_3_after100ns,0.2978,AF-A0A2M7C5Q1-F1-model_v4,0.181,0.538,0.742,5.705,Elusimicrobia bacterium CG03_land_8_20_14_0_80_50_18
847,droso_1368_replicate_1_after100ns,0.243,AF-A0A1H2YAV8-F1-model_v4,0.112,0.698,0.541,6.948,Lachnospiraceae bacterium KHCPX20
848,droso_5793_replicate_3_after100ns,0.2738,AF-A0A2J6R6H3-F1-model_v4,0.125,0.926,0.429,7.018,Hyaloscypha variabilis F
849,droso_1358_replicate_3_after100ns,0.3296,AF-A0A0S3UEK5-F1-model_v4,0.084,0.615,0.855,6.116,Leptolyngbya sp. NIES-3755
850,droso_1336_replicate_3_after100ns,0.6555,AF-A0A7V5WEE0-F1-model_v4,0.078,0.5,0.288,7.01,Anaerolineae bacterium
851,droso_368_replicate_2_after100ns,0.2037,AF-A0A1I5Y918-F1-model_v4,0.062,0.719,0.753,9.738,Pseudarcicella hirudinis
852,droso_152_replicate_3_after100ns,0.2542,AF-A0A1G4FJD7-F1-model_v4,0.11,0.978,0.557,8.417,Sporanaerobacter sp. PP17-6a
853,droso_4381_replicate_3_after100ns,0.1244,AF-A0A094JXE8-F1-model_v4,0.139,0.61,0.219,9.753,Pseudogymnoascus sp. VKM F-4520 (FW-2644)
854,droso_4533_replicate_1_after100ns,0.4519,AF-A0A7R9YH13-F1-model_v4,0.13,0.923,0.4,6.906,Diacronema lutheri
855,droso_2052_replicate_2_after100ns,0.2959,AF-A0A1G3LPJ7-F1-model_v4,0.096,0.701,0.475,2.893,Spirochaetes bacterium GWB1_59_5
856,droso_3236_replicate_1_after100ns,0.09684,AF-A0A835W2Z1-F1-model_v4,0.169,0.971,0.203,3.573,Chlamydomonas incerta
857,droso_4882_replicate_2_after100ns,0.2532,AF-A0A1I5VJV0-F1-model_v4,0.152,0.807,0.969,3.295,Halolamina pelagica
858,droso_4544_replicate_3_after100ns,0.3048,AF-A0A158JZI6-F1-model_v4,0.104,0.983,1.0,9.591,Caballeronia udeis
859,droso_2118_replicate_1_after100ns,0.3656,AF-A0A0D3G4G9-F1-model_v4,0.192,0.732,0.468,8.332,Oryza barthii
860,droso_1476_replicate_3_after100ns,0.2995,AF-A0A4V4KYI6-F1-model_v4,0.181,0.763,0.12,8.123,Aureobasidium pullulans
861,droso_4625_replicate_1_after100ns,0.6269,AF-A0A7C2E3V3-F1-model_v4,0.102,0.731,0.166,8.234,Ammonifex degensii
862,droso_4307_replicate_2_after100ns,0.4141,AF-A0A2H3JAP3-F1-model_v4,0.131,1.0,0.104,2.187,Wolfiporia cocos MD-104 SS10
863,droso_1187_replicate_1_after100ns,0.1158,AF-A0A673W2U1-F1-model_v4,0.158,0.693,0.442,5.113,Salmo trutta
864,droso_4042_replicate_1_after100ns,0.2772,AF-A0A836XPY0-F1-model_v4,0.087,0.99,0.1,4.814,Salix suchowensis
865,droso_2062_replicate_3_after100ns,0.2462,AF-A0A821KQ69-F1-model_v4,0.15,0.732,0.416,5.944,Ranitomeya imitator
866,droso_1228_replicate_2_after100ns,0.1445,AF-A0A395MSE6-F1-model_v4,0.159,1.0,0.477,4.363,Fusarium flagelliforme
867,droso_2175_replicate_3_after100ns,0.468,AF-A0A167CGA1-F1-model_v4,0.175,0.714,0.471,6.007,Sugiyamaella lignohabitans
868,droso_1649_replicate_1_after100ns,0.5101,AF-A0A317X8V3-F1-model_v4,0.12,0.602,0.211,5.266,Aspergillus sclerotioniger CBS 115572
869,droso_256_replicate_2_after100ns,0.2353,AF-A0A1E1M4A1-F1-model_v4,0.105,0.866,0.628,5.957,Rhynchosporium secalis
870,droso_6137_replicate_1_after100ns,0.2993,AF-A0A0G4MWD7-F1-model_v4,0.127,0.84,0.453,6.741,Verticillium longisporum
871,droso_5012_replicate_3_after100ns,0.8492,AF-A0A2P8Z5Y9-F1-model_v4,0.181,0.431,0.107,0.3831,Blattella germanica
872,droso_4228_replicate_2_after100ns,0.4271,AF-A0A349VPB9-F1-model_v4,0.109,0.556,0.448,8.974,Clostridiales bacterium
873,droso_1177_replicate_2_after100ns,0.5881,AF-A0A1L7NMC0-F1-model_v4,0.19,0.656,0.594,6.136,Pseudomonas putida
874,droso_5437_replicate_3_after100ns,0.3182,AF-A0A1Y4HF92-F1-model_v4,0.156,0.929,0.237,6.664,Anaerofilum sp. An201
875,droso_1791_replicate_2_after100ns,0.6714,AF-A0A1Z9PSL5-F1-model_v4,0.165,0.877,0.456,3.868,Pelagibacteraceae bacterium TMED237
876,droso_4319_replicate_2_after100ns,0.1535,AF-A0A2N8UHM8-F1-model_v4,0.111,0.968,0.324,7.797,Sporisorium reilianum f. sp. reilianum
877,droso_2040_replicate_3_after100ns,0.5309,AF-A0A8B6DQI9-F1-model_v4,0.163,0.978,0.497,3.644,Mytilus galloprovincialis
878,droso_2305_replicate_2_after100ns,0.4212,AF-A0A4V1ZK31-F1-model_v4,0.067,0.552,0.197,6.232,bacterium
879,droso_1568_replicate_3_after100ns,0.5869,AF-A0A3L7HYE6-F1-model_v4,0.243,0.779,0.161,9.268,Cricetulus griseus
880,droso_2910_replicate_3_after100ns,0.4179,AF-A0A403A0A7-F1-model_v4,0.102,0.195,0.505,5.79,Shigella dysenteriae
881,droso_1314_replicate_1_after100ns,0.3619,AF-A0A7C3K4I2-F1-model_v4,0.078,0.542,0.388,3.409,Candidatus Saccharibacteria bacterium
882,droso_984_replicate_2_after100ns,0.705,AF-A0A1I8PQX8-F1-model_v4,0.058,0.505,0.3,6.619,Stomoxys calcitrans
883,droso_2909_replicate_2_after100ns,0.1363,AF-A0A6A4IXK9-F1-model_v4,0.174,0.689,0.307,9.493,Apolygus lucorum
884,droso_5244_replicate_2_after100ns,0.7234,AF-A0A367KFW0-F1-model_v4,0.086,0.351,0.346,9.957,Rhizopus stolonifer
885,droso_3146_replicate_3_after100ns,0.1976,AF-A0A7F5RCA8-F1-model_v4,0.117,0.936,0.635,9.893,Agrilus planipennis
886,droso_3604_replicate_3_after100ns,0.323,AF-A0A2E4T3K1-F1-model_v4,0.084,0.539,0.857,7.743,Euryarchaeota archaeon
887,droso_4157_replicate_1_after100ns,0.3057,AF-A0A074YZB1-F1-model_v4,0.14,0.781,0.463,9.527,Opisthorchis viverrini
888,droso_4970_replicate_3_after100ns,0.6123,AF-A0A7S0DLX3-F1-model_v4,0.065,0.667,0.289,6.638,Amorphochlora amoebiformis
889,droso_4191_replicate_1_after100ns,0.524,AF-A0A2E8A4J9-F1-model_v4,0.2,0.58,0.188,6.083,Euryarchaeota archaeon
890,droso_4010_replicate_3_after100ns,0.297,AF-A0A4U5R1S3-F1-model_v4,0.097,0.99,0.771,5.779,Populus alba
891,droso_2963_replicate_1_after100ns,0.1063,AF-A0A0C2WRY0-F1-model_v4,0.157,1.0,0.506,7.809,Amanita muscaria Koide BX008
892,droso_6180_replicate_1_after100ns,0.3048,AF-A0A3N1L0W5-F1-model_v4,0.108,0.977,0.773,8.817,Streptomyces sp. 844.5
893,droso_13_replicate_1_after100ns,0.1901,AF-A0A852ZZU7-F1-model_v4,0.154,0.536,0.526,7.371,Allostreptomyces psammosilenae
894,droso_1875_replicate_1_after100ns,0.3067,AF-A0A6P3HN26-F1-model_v4,0.128,0.717,0.598,6.795,Bison bison bison
895,droso_6244_replicate_3_after100ns,0.2198,AF-A0A842ZCG0-F1-model_v4,0.095,0.937,0.3,6.333,Candidatus Bathyarchaeota archaeon
896,droso_3241_replicate_1_after100ns,0.2744,AF-A0A417WHH1-F1-model_v4,0.104,0.972,0.441,8.37,Clostridium sp. OF09-36
897,droso_4943_replicate_3_after100ns,0.7462,AF-T1GZE6-F1-model_v4,0.117,0.52,0.333,6.623,Megaselia scalaris
898,droso_3198_replicate_3_after100ns,0.368,AF-A0A6A5MXU2-F1-model_v4,0.175,0.833,0.193,5.55,Lupinus albus
899,droso_2634_replicate_1_after100ns,0.2732,AF-A0A2A5D8Q2-F1-model_v4,0.096,0.936,0.176,7.307,Planctomycetota bacterium
900,droso_3136_replicate_2_after100ns,0.6182,AF-G9QVS4-F1-model_v4,0.163,0.453,0.206,3.631,Campylobacter sp. 10_1_50
901,droso_5164_replicate_3_after100ns,0.502,AF-A0A7S4DGV4-F1-model_v4,0.145,0.805,0.389,9.91,Heterosigma akashiwo
902,droso_1593_replicate_2_after100ns,0.3334,AF-M6Y1C6-F1-model_v4,0.138,0.896,0.732,9.017,Leptospira noguchii str. 2001034031
903,droso_1533_replicate_3_after100ns,0.175,AF-A0A6J8BXP9-F1-model_v4,0.179,0.771,0.283,6.603,Mytilus coruscus
904,droso_5016_replicate_3_after100ns,0.3962,AF-A0A537YY40-F1-model_v4,0.082,0.639,0.287,5.268,Actinomycetia bacterium
905,droso_1929_replicate_1_after100ns,0.05832,AF-A0A0A9DK50-F1-model_v4,0.168,0.83,0.552,3.973,Arundo donax
906,droso_1314_replicate_3_after100ns,0.3615,AF-A0A2G9QAF4-F1-model_v4,0.13,0.641,0.765,9.371,Lithobates catesbeianus
907,droso_3030_replicate_3_after100ns,0.3495,AF-A0A418C2G2-F1-model_v4,0.137,0.878,0.17,9.716,Aphanomyces astaci
908,droso_5917_replicate_2_after100ns,0.1867,AF-A0A1U7LQQ7-F1-model_v4,0.164,0.88,0.935,0.007308,Neolecta irregularis DAH-3
909,droso_2076_replicate_1_after100ns,0.3245,AF-A0A7C3ZE72-F1-model_v4,0.132,1.0,0.893,7.672,Candidatus Wolfebacteria bacterium
910,droso_2775_replicate_2_after100ns,0.7357,AF-L9Y6K0-F1-model_v4,0.129,0.292,0.463,6.505,Natrinema pellirubrum DSM 15624
