,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
556,rand_1715,0.7691,AF-A0A6M1ZJD2-F1-model_v4,0.171,0.461,0.184,0.7686,Candidatus Anoxychlamydiales bacterium
557,rand_983,0.4753,AF-A0A7S2TDW7-F1-model_v4,0.121,0.635,0.627,9.236,Prorocentrum micans
558,rand_1729,0.3153,AF-A0A1S4AK01-F1-model_v4,0.223,1.0,0.354,6.925,Nicotiana tabacum
559,rand_537,0.4353,AF-A0A4Q4ZKP2-F1-model_v4,0.105,0.985,0.892,1.539,Nocardioides guangzhouensis
560,rand_32,0.0517,AF-A0A1D1Y1B0-F1-model_v4,0.149,0.995,0.702,8.101,Anthurium amnicola
561,rand_2439,0.2304,AF-W9G3U4-F1-model_v4,0.159,0.846,0.123,9.715,Intrasporangium oryzae NRRL B-24470
562,rand_1734,0.2584,AF-E3QRP1-F1-model_v4,0.172,1.0,0.88,0.5576,Colletotrichum graminicola M1.001
563,rand_2299,0.8094,AF-A3Y9S8-F1-model_v4,0.095,0.724,0.894,1.153,Marinomonas sp. MED121
564,rand_1568,0.7202,AF-A0A293N541-F1-model_v4,0.076,0.642,0.395,3.682,Ornithodoros erraticus
565,rand_887,0.2372,AF-A0A258K558-F1-model_v4,0.141,0.954,0.335,5.506,Xanthobacter sp. 35-67-6
566,rand_1789,0.4748,AF-A0A6P5FR64-F1-model_v4,0.109,0.986,0.745,6.212,Ananas comosus
567,rand_1549,0.6702,AF-J9HVD3-F1-model_v4,0.111,0.878,0.059,5.631,Oxytricha trifallax
568,rand_177,0.2256,AF-A0A3N4I9H9-F1-model_v4,0.13,1.0,0.368,0.3506,Ascobolus immersus RN42
569,rand_556,0.4593,AF-A0A1B8AVK8-F1-model_v4,0.081,0.452,0.106,6.425,Fusarium poae
570,rand_1513,0.236,AF-A0A0B2UN56-F1-model_v4,0.136,0.795,0.286,7.885,Toxocara canis
571,rand_826,0.2857,AF-A0A7S0WLP5-F1-model_v4,0.144,0.866,0.972,2.023,Chlamydomonas leiostraca
572,rand_1396,0.2948,AF-A0A6P8BBQ7-F1-model_v4,0.179,0.862,0.366,8.384,Pyricularia grisea
573,rand_749,0.3455,AF-A0A4Z2J7I6-F1-model_v4,0.158,0.992,0.562,7.347,Liparis tanakae
574,rand_1824,0.3602,AF-E9G5P1-F1-model_v4,0.173,0.945,0.157,8.178,Daphnia pulex
575,rand_2116,0.3468,AF-A0A7S2PE44-F1-model_v4,0.111,0.984,0.232,9.932,Skeletonema marinoi
576,rand_1457,0.3208,AF-A0A1Y3EG92-F1-model_v4,0.09,1.0,0.822,8.919,Trichinella nativa
577,rand_975,0.4472,AF-A0A6B8VH41-F1-model_v4,0.137,0.827,0.572,9.058,Corynebacterium kalinowskii
578,rand_129,0.2877,AF-A0A3M1PW52-F1-model_v4,0.131,0.665,0.502,1.566,Acidobacteria bacterium
579,rand_781,0.1567,AF-A0A0C3E5F0-F1-model_v4,0.137,1.0,0.847,6.181,Scleroderma citrinum Foug A
580,rand_1404,0.4006,AF-A0A7U6JFN0-F1-model_v4,0.164,0.849,0.071,6.873,Caldisericum exile AZM16c01
581,rand_1167,0.3996,AF-A0A645AAK6-F1-model_v4,0.1,0.851,0.425,8.332,bioreactor metagenome
582,rand_964,0.373,AF-A0A642V7J8-F1-model_v4,0.187,0.913,0.192,0.5915,Trichomonascus ciferrii
583,rand_1938,0.4515,AF-A0A426X9D7-F1-model_v4,0.137,0.739,0.605,6.858,Ensete ventricosum
584,rand_1923,0.2929,AF-A0A7X9TAX9-F1-model_v4,0.147,0.914,0.958,8.697,Parafannyhessea umbonata
585,rand_1881,0.4925,AF-A0A3D1AQF8-F1-model_v4,0.161,0.873,0.413,1.294,Bryobacterales bacterium
586,rand_1613,0.3196,AF-A0A7S1C9R8-F1-model_v4,0.185,0.863,0.635,6.328,Bicosoecida sp. CB-2014
587,rand_1219,0.2981,AF-W4R0S7-F1-model_v4,0.138,0.774,0.816,5.262,Alkalihalobacillus akibai JCM 9157
588,rand_2258,0.7765,AF-A0A2W5TNY4-F1-model_v4,0.09,0.559,0.212,4.915,Archangium gephyra
589,rand_869,0.6049,AF-A0A6N3FTT9-F1-model_v4,0.056,0.809,0.506,8.277,uncultured Clostridium sp.
590,rand_1149,0.1518,AF-A0A2T7EIW7-F1-model_v4,0.195,1.0,0.76,8.491,Panicum hallii var. hallii
591,rand_467,0.3222,AF-A0A151WMM8-F1-model_v4,0.196,0.759,0.105,5.483,Trachymyrmex zeteki
592,rand_1751,0.4647,AF-A0A261AAV3-F1-model_v4,0.14,0.76,0.463,9.019,Caenorhabditis remanei
593,rand_921,0.3177,AF-V4T1I7-F1-model_v4,0.109,0.963,0.403,8.099,Citrus clementina
594,rand_602,0.2598,AF-A0A5B7FP31-F1-model_v4,0.164,1.0,0.805,7.724,Portunus trituberculatus
595,rand_207,0.1377,AF-A0A7S2L4K1-F1-model_v4,0.096,1.0,0.366,9.993,Leptocylindrus danicus
596,rand_1857,0.3946,AF-A0A3P6S656-F1-model_v4,0.149,0.917,0.413,8.169,Cylicostephanus goldi
597,rand_293,0.228,AF-A0A803P4L5-F1-model_v4,0.166,0.965,0.886,3.952,Cannabis sativa
598,rand_645,0.8784,AF-A0A329U8W1-F1-model_v4,0.051,0.619,0.135,6.409,Faecalibacterium prausnitzii
599,rand_435,0.3172,AF-A0A059KIW0-F1-model_v4,0.153,0.608,0.796,7.718,Sphaerotilus natans subsp. natans DSM 6575
600,rand_1823,0.6687,AF-A0A2I1DWX4-F1-model_v4,0.104,0.658,0.852,6.28,Rhizophagus irregularis
601,rand_1765,0.5199,AF-A0A354CL17-F1-model_v4,0.19,0.56,0.331,7.213,Bacteroides sp.
602,rand_763,0.2861,AF-X1FLZ1-F1-model_v4,0.153,0.778,0.314,2.943,marine sediment metagenome
603,rand_773,0.5197,AF-A0A6B2QIQ1-F1-model_v4,0.058,0.44,0.087,5.084,Acinetobacter baumannii
604,rand_6,0.04821,AF-A9S467-F1-model_v4,0.148,0.873,0.994,9.602,Physcomitrium patens
605,rand_1660,0.6014,AF-A0A6A3BLT4-F1-model_v4,0.184,0.949,0.914,7.646,Hibiscus syriacus
606,rand_1520,0.299,AF-S3HCL8-F1-model_v4,0.187,0.771,0.914,3.442,Rhizobium grahamii CCGE 502
607,rand_236,0.3587,AF-A0A368HB35-F1-model_v4,0.144,0.758,0.506,9.564,Ancylostoma caninum
608,rand_2277,0.9688,AF-A0A3L6VH61-F1-model_v4,0.111,0.621,0.115,9.449,Aphanomyces astaci
609,rand_563,0.2609,AF-A0A060ZB69-F1-model_v4,0.131,0.716,0.416,7.875,Oncorhynchus mykiss
610,rand_1684,0.2855,AF-A0A843UY22-F1-model_v4,0.128,1.0,0.531,4.473,Colocasia esculenta
611,rand_1411,0.1954,AF-A0A3S5BRS6-F1-model_v4,0.184,0.849,0.463,6.539,Protopolystoma xenopodis
612,rand_255,0.6885,AF-A0A538EJE2-F1-model_v4,0.035,0.315,0.313,5.78,Actinomycetia bacterium
613,rand_1136,0.3814,AF-A0A235AX49-F1-model_v4,0.093,0.905,0.23,6.734,Rhizobium sp. N4311
614,rand_1225,0.2505,AF-A0A0F4T9K8-F1-model_v4,0.09,1.0,0.793,7.359,Pseudomonas fluorescens
615,rand_355,0.5313,AF-A0A2V1DKF7-F1-model_v4,0.095,0.453,0.31,2.111,Periconia macrospinosa
616,rand_596,0.5182,AF-A0A3D3NNU8-F1-model_v4,0.122,0.672,0.095,7.998,Verrucomicrobiales bacterium
617,rand_1979,0.3054,AF-A0A836BXL9-F1-model_v4,0.205,0.985,0.344,6.765,Edaphochlamys debaryana
618,rand_1148,0.3997,AF-A0A3C0XGX1-F1-model_v4,0.17,0.989,0.291,3.507,Chloroflexi bacterium
619,rand_1649,0.4367,AF-A0A0S3SSW0-F1-model_v4,0.175,0.975,1.0,8.119,Vigna angularis var. angularis
620,rand_1654,0.4857,AF-A1WZR6-F1-model_v4,0.149,0.949,0.408,6.931,Halorhodospira halophila SL1
621,rand_1350,0.5767,AF-A0A194YJ77-F1-model_v4,0.127,0.591,0.297,4.861,Sorghum bicolor
622,rand_2078,0.3255,AF-A0A1Y2GH43-F1-model_v4,0.147,1.0,0.188,4.027,Lobosporangium transversale
623,rand_120,0.2116,AF-A0A7S4HHH9-F1-model_v4,0.13,0.869,0.514,0.6496,Odontella aurita
624,rand_669,0.5562,AF-A0A2Z4UHR7-F1-model_v4,0.127,0.379,0.125,8.738,Rhodobiaceae bacterium
625,rand_1514,0.2422,AF-A0A101LXK7-F1-model_v4,0.18,0.976,0.964,4.781,Picea glauca
626,rand_1496,0.2243,AF-A0A4U6T9S5-F1-model_v4,0.113,1.0,0.428,8.539,Setaria viridis
627,rand_282,0.1086,AF-C3Z414-F1-model_v4,0.162,0.994,0.431,2.739,Branchiostoma floridae
628,rand_1966,0.3919,AF-A0A7S3BMK1-F1-model_v4,0.122,0.721,0.419,2.588,Prasinoderma singulare
629,rand_11,0.06615,AF-A0A0P7AS02-F1-model_v4,0.139,0.963,0.942,5.074,Neonectria ditissima
630,rand_1676,0.204,AF-A0A5B6V8T9-F1-model_v4,0.136,0.974,0.495,9.701,Gossypium australe
631,rand_1737,0.3455,AF-A0A6L2PUZ5-F1-model_v4,0.111,0.947,0.105,8.656,Coptotermes formosanus
632,rand_777,0.2716,AF-A0A101M7Z0-F1-model_v4,0.137,0.991,0.762,8.515,Penicillium freii
633,rand_1053,0.6227,AF-A0A1R3IFE4-F1-model_v4,0.04,0.505,0.676,6.091,Corchorus olitorius
634,rand_599,0.2458,AF-A0A816UL78-F1-model_v4,0.172,0.992,0.884,7.487,Brassica napus
635,rand_1749,0.3595,AF-A0A7M3PY48-F1-model_v4,0.093,0.973,0.338,7.415,Spirometra erinaceieuropaei
636,rand_1189,0.2879,AF-A0A1V4YSA8-F1-model_v4,0.126,0.84,0.598,7.84,Methanobacterium sp. PtaU1.Bin097
637,rand_52,0.1159,AF-A0A1V0PXM7-F1-model_v4,0.128,0.897,0.849,2.948,Rhodovulum sp. P5
638,rand_2352,0.4873,AF-A0A1Y2WQW6-F1-model_v4,0.16,1.0,0.128,7.316,Daldinia sp. EC12
639,rand_884,0.1505,AF-A0A0D0AGR0-F1-model_v4,0.144,0.954,0.636,3.081,Suillus luteus UH-Slu-Lm8-n1
640,rand_2398,0.4694,AF-A0A2W4KV11-F1-model_v4,0.188,0.926,0.368,8.008,Proteobacteria bacterium
641,rand_1752,0.3256,AF-E7F6E6-F1-model_v4,0.097,0.96,0.41,9.18,Danio rerio
642,rand_1710,0.4919,AF-C7R2M5-F1-model_v4,0.123,0.831,0.366,0.7164,Jonesia denitrificans DSM 20603
643,rand_1153,0.3595,AF-A0A0A5G4X2-F1-model_v4,0.147,0.926,0.259,7.776,Pontibacillus litoralis JSM 072002
644,rand_117,0.1676,AF-A0A7S1Y7Q7-F1-model_v4,0.119,0.728,0.775,1.679,Grammatophora oceanica
645,rand_280,0.6309,AF-A0A7V2HHY3-F1-model_v4,0.179,0.225,0.08,6.139,Bryobacteraceae bacterium
646,rand_1502,0.2666,AF-A0A2P5FKG0-F1-model_v4,0.152,1.0,0.658,9.501,Trema orientale
647,rand_2192,0.6433,AF-A0A822CBY7-F1-model_v4,0.114,0.574,0.33,3.914,Rotaria socialis
648,rand_698,0.3061,AF-A0A1I7YZB2-F1-model_v4,0.206,1.0,0.434,9.134,Steinernema glaseri
649,rand_178,0.3451,AF-A0A0B2UIJ6-F1-model_v4,0.136,0.519,0.147,8.463,Ordospora colligata OC4
650,rand_1655,0.3689,AF-A0A3D0NK09-F1-model_v4,0.114,0.782,1.0,3.245,Mycobacterium sp.
651,rand_218,0.2867,AF-A0A4P9WI36-F1-model_v4,0.168,0.758,0.316,2.451,Blyttiomyces helicus
652,rand_850,0.2334,AF-A0A1E4FAL8-F1-model_v4,0.178,1.0,0.913,6.14,Pelagibacterium sp. SCN 63-23
653,rand_2173,0.3195,AF-A0A4Y2EFB4-F1-model_v4,0.135,0.952,0.413,5.225,Araneus ventricosus
654,rand_2110,0.51,AF-A0A0A9GWT2-F1-model_v4,0.111,0.953,0.772,9.919,Arundo donax
655,rand_1780,0.3528,AF-A0A6A4INJ3-F1-model_v4,0.162,1.0,0.075,7.699,Apolygus lucorum
656,rand_1657,0.3476,AF-D3BE50-F1-model_v4,0.108,0.936,0.796,1.663,Heterostelium album PN500
657,rand_1608,0.6367,AF-A0A7S3Z2H1-F1-model_v4,0.19,0.525,0.119,2.651,Lotharella globosa
658,rand_1414,0.3541,AF-X6LI53-F1-model_v4,0.112,0.93,0.427,9.248,Reticulomyxa filosa
659,rand_1164,0.642,AF-A0A0N8BM15-F1-model_v4,0.108,0.489,0.511,8.347,Daphnia magna
660,rand_2257,0.2112,AF-A0A0D3LH89-F1-model_v4,0.206,0.983,0.892,6.453,Flammeovirgaceae bacterium 311
661,rand_726,0.3178,AF-A0A6A3PNA5-F1-model_v4,0.136,0.975,0.525,6.065,Phytophthora fragariae
662,rand_147,0.1959,AF-A0A453M9C5-F1-model_v4,0.167,0.56,0.41,4.041,Aegilops tauschii subsp. strangulata
663,rand_1013,0.4349,AF-A0A654B0U0-F1-model_v4,0.142,0.549,0.945,5.258,Halomonas titanicae
664,rand_1258,0.4532,AF-A0A6I5P8M5-F1-model_v4,0.098,0.663,0.376,8.027,Leptolyngbya sp. SIOISBB
665,rand_294,0.243,AF-A0A5N6GQV3-F1-model_v4,0.089,0.982,0.971,0.7254,Aspergillus flavus
666,rand_308,0.1913,AF-A0A1F4TMR5-F1-model_v4,0.153,1.0,0.168,9.575,candidate division WOR-1 bacterium RIFOXYC2_FULL_41_25
667,rand_21,0.09955,AF-A0A2H1A8R7-F1-model_v4,0.082,0.737,0.974,4.209,[Candida] auris
668,rand_1069,0.2338,AF-A0A4U0V0G9-F1-model_v4,0.181,0.99,0.212,4.739,Friedmanniomyces endolithicus
669,rand_2069,0.4652,AF-A0A1Q7TQ37-F1-model_v4,0.178,0.831,0.902,7.894,Euryarchaeota archaeon 13_1_20CM_4_64_14
670,rand_1030,0.3329,AF-S5A8R6-F1-model_v4,0.117,1.0,0.453,9.889,Alteromonas mediterranea 615
671,rand_2385,0.509,AF-A0A0N5BTK1-F1-model_v4,0.18,0.909,0.141,6.731,Strongyloides papillosus
672,rand_941,0.7333,AF-A0A6C1NMV8-F1-model_v4,0.142,0.396,0.113,7.139,Gemmatimonadales bacterium
673,rand_899,0.253,AF-Q5Z8P6-F1-model_v4,0.146,0.981,0.401,4.522,Oryza sativa Japonica Group
674,rand_559,0.3133,AF-A0A655DEV4-F1-model_v4,0.164,0.582,0.929,6.724,Salmonella enterica subsp. enterica serovar Bovismorbificans
675,rand_992,0.397,AF-A0A5D4XQS7-F1-model_v4,0.189,0.738,0.197,7.256,Luteimonas viscosa
676,rand_2088,0.3822,AF-A0A5J4KAZ4-F1-model_v4,0.147,0.938,0.363,7.132,Thermogemmatispora aurantia
677,rand_1128,0.6904,AF-A0A0B6ZKR4-F1-model_v4,0.092,0.646,0.793,1.866,Arion vulgaris
678,rand_1499,0.4654,AF-A0A3P9J3J0-F1-model_v4,0.168,1.0,0.119,5.935,Oryzias latipes
679,rand_1712,0.6629,AF-A0A2E7SSH1-F1-model_v4,0.155,0.763,0.294,2.954,Verrucomicrobiales bacterium
680,rand_400,0.5045,AF-A0A1Q9F5X8-F1-model_v4,0.087,0.359,0.144,7.547,Symbiodinium microadriaticum
681,rand_789,0.1231,AF-A0A834B180-F1-model_v4,0.137,0.991,0.693,6.098,Phyllostomus discolor
682,rand_2374,0.6547,AF-A0A168J342-F1-model_v4,0.108,0.836,0.17,4.192,Mucor lusitanicus CBS 277.49
683,rand_368,0.6014,AF-A0A0P0SKR7-F1-model_v4,0.187,0.405,0.223,6.196,Pseudonocardia sp. EC080619-01
684,rand_2449,0.4727,AF-A0A5M8Q1N7-F1-model_v4,0.204,0.961,0.293,9.088,Lasallia pustulata
685,rand_1163,0.5803,AF-A0A5N5F5Q0-F1-model_v4,0.105,0.606,0.243,3.43,Pyrus ussuriensis x Pyrus communis
686,rand_1664,0.6082,AF-A0A3G4VU35-F1-model_v4,0.128,0.5,0.639,7.798,Streptomyces sp. ADI95-16
687,rand_1042,0.5996,AF-A0A6M3X731-F1-model_v4,0.065,0.46,0.692,8.129,viral metagenome
688,rand_810,0.3236,AF-A0A0K8R2X6-F1-model_v4,0.157,1.0,0.502,0.3304,Ixodes ricinus
689,rand_484,0.3151,AF-A0A1A6A6J0-F1-model_v4,0.161,0.818,0.541,6.097,Kwoniella dejecticola CBS 10117
690,rand_1503,0.5779,AF-A0A5B7GY48-F1-model_v4,0.223,0.855,0.927,2.722,Portunus trituberculatus
691,rand_962,0.2893,AF-A0A034WQF4-F1-model_v4,0.128,1.0,0.634,4.546,Bactrocera dorsalis
692,rand_2481,0.4833,AF-A0A0D2NL18-F1-model_v4,0.042,0.979,0.553,6.169,Hypholoma sublateritium FD-334 SS-4
693,rand_2004,0.4437,AF-A0A4C1ZTB9-F1-model_v4,0.164,1.0,0.128,9.312,Eumeta japonica
694,rand_995,0.4824,AF-A0A226EHH5-F1-model_v4,0.106,1.0,0.113,8.357,Folsomia candida
695,rand_923,0.1632,AF-A0A4U8VGF5-F1-model_v4,0.106,0.972,0.463,9.533,Burkholderiaceae bacterium PBA
696,rand_41,0.08032,AF-A0A2T7NEH5-F1-model_v4,0.142,0.994,0.6,1.698,Pomacea canaliculata
697,rand_2407,0.4016,AF-L8H2K4-F1-model_v4,0.163,0.981,0.133,9.475,Acanthamoeba castellanii str. Neff
698,rand_1605,0.2093,AF-A0A417NR84-F1-model_v4,0.172,0.988,0.935,9.479,Ruminococcus sp. TF06-23
699,rand_440,0.2302,AF-A0A1W0E7Z6-F1-model_v4,0.12,0.784,0.424,8.476,Enterocytozoon hepatopenaei
700,rand_1741,0.2938,AF-A0A2V9UCS4-F1-model_v4,0.166,0.947,0.959,5.807,Acidobacteria bacterium
701,rand_1794,0.2655,AF-A0A833YWU4-F1-model_v4,0.147,0.919,0.548,9.015,Phyllostomus discolor
702,rand_2016,0.4326,AF-A0A6P8HQF7-F1-model_v4,0.2,0.985,0.7,6.179,Actinia tenebrosa
703,rand_1392,0.6863,AF-R5WAS2-F1-model_v4,0.045,0.506,0.064,6.379,Coprobacillus sp. CAG:605
704,rand_1483,0.6374,AF-A0A432EV55-F1-model_v4,0.142,0.988,0.923,3.037,Aquificaceae bacterium
705,rand_351,0.2211,AF-Q3UE18-F1-model_v4,0.184,0.717,0.824,2.584,Mus musculus
706,rand_1311,0.589,AF-A0A0V0GNL3-F1-model_v4,0.074,0.589,0.675,7.985,Solanum chacoense
707,rand_695,0.2548,AF-A0A5B7I0P2-F1-model_v4,0.21,0.926,0.461,3.209,Portunus trituberculatus
708,rand_1639,0.427,AF-A0A7L7EHP7-F1-model_v4,0.169,0.886,0.866,2.6,Escherichia coli
709,rand_651,0.3583,AF-A0A427AWP3-F1-model_v4,0.103,0.603,0.865,1.687,Ensete ventricosum
710,rand_79,0.1201,AF-W7F109-F1-model_v4,0.113,0.893,0.722,4.892,Bipolaris victoriae FI3
711,rand_2473,0.4735,AF-A0A1W6N3E2-F1-model_v4,0.15,1.0,0.123,7.337,Candidatus Nucleicultrix amoebiphila FS5
712,rand_1700,0.8248,AF-A0A7J7CFX2-F1-model_v4,0.052,0.494,0.134,2.667,Tripterygium wilfordii
713,rand_2242,0.3727,AF-A0A812ZPG8-F1-model_v4,0.29,0.917,0.29,8.452,Symbiodinium sp. CCMP2592
714,rand_551,0.4084,AF-A6W334-F1-model_v4,0.164,0.493,0.398,3.042,Marinomonas sp. MWYL1
715,rand_1961,0.7016,AF-A0A7V2RKN4-F1-model_v4,0.125,0.824,0.312,8.493,Bacteroidetes bacterium
716,rand_1766,0.2905,AF-A0A182WZ50-F1-model_v4,0.192,1.0,0.069,9.514,Anopheles quadriannulatus
717,rand_2199,0.752,AF-A0A348MUC5-F1-model_v4,0.219,0.672,0.406,6.11,Glaciecola sp.
718,rand_1720,0.3915,AF-A0A3M1AZ27-F1-model_v4,0.102,1.0,0.918,7.273,Calditrichaeota bacterium
719,rand_2119,0.6198,AF-A0A843UYM3-F1-model_v4,0.088,0.54,0.117,9.349,Colocasia esculenta
720,rand_1137,0.5748,AF-A0A0G1H4D4-F1-model_v4,0.181,0.347,0.243,5.692,Parcubacteria group bacterium GW2011_GWA2_44_13
721,rand_1556,0.4372,AF-A0A210XV97-F1-model_v4,0.136,0.866,0.562,3.919,Stutzerimonas stutzeri
722,rand_2236,0.2892,AF-A0A067DHU3-F1-model_v4,0.152,0.983,0.704,4.559,Citrus sinensis
723,rand_927,0.6227,AF-A0A6V7KU47-F1-model_v4,0.1,0.551,0.182,5.376,Bracon brevicornis
724,rand_748,0.3605,AF-A0A5N6M840-F1-model_v4,0.17,0.805,0.487,0.5272,Mikania micrantha
725,rand_1441,0.3011,AF-A0A2Y9Q041-F1-model_v4,0.104,1.0,0.201,7.787,Delphinapterus leucas
726,rand_232,0.3342,AF-A0A7S4M447-F1-model_v4,0.13,0.554,0.733,6.247,Odontella aurita
727,rand_111,0.317,AF-A0A7M5V8M2-F1-model_v4,0.101,0.568,0.183,0.005149,Clytia hemisphaerica
728,rand_760,0.1698,AF-A0A0L0G1T7-F1-model_v4,0.126,0.991,0.177,7.843,Sphaeroforma arctica JP610
729,rand_1295,0.3719,AF-A0A2M9F0Q3-F1-model_v4,0.137,0.878,0.819,9.594,Chryseomicrobium excrementi
730,rand_740,0.3262,AF-A0A2J6R7F6-F1-model_v4,0.126,1.0,0.208,3.037,Hyaloscypha variabilis F
731,rand_970,0.6398,AF-A0A1A9WQL1-F1-model_v4,0.08,0.558,0.183,8.951,Glossina brevipalpis
732,rand_1687,0.5055,AF-A0A5N6UXG8-F1-model_v4,0.115,0.896,0.73,4.92,Aspergillus tamarii
733,rand_801,0.6849,AF-A0A3Q9ULI7-F1-model_v4,0.171,0.307,0.282,3.574,Acidipropionibacterium jensenii
734,rand_1547,0.678,AF-A0A2M9EQD6-F1-model_v4,0.172,0.988,0.332,7.14,Xanthomonadaceae bacterium NML120232
735,rand_274,0.1926,AF-A0A5B7I2Z2-F1-model_v4,0.164,1.0,0.476,1.385,Portunus trituberculatus
736,rand_932,0.8496,AF-A0A6L9KYR6-F1-model_v4,0.166,0.396,0.128,2.368,Ferrovum sp.
737,rand_475,0.3564,AF-A0A1I7YKI9-F1-model_v4,0.142,0.903,0.754,1.192,Steinernema glaseri
738,rand_1617,0.8437,AF-A0A011SIB7-F1-model_v4,0.189,0.463,0.08,0.4863,Alkalibacterium sp. AK22
739,rand_140,0.1847,AF-A0A443SB16-F1-model_v4,0.126,0.937,0.597,3.301,Leptotrombidium deliense
740,rand_369,0.272,AF-W9XG67-F1-model_v4,0.155,0.677,0.17,3.286,Cladophialophora psammophila CBS 110553
741,rand_2128,0.414,AF-A0A0C3BJT2-F1-model_v4,0.174,1.0,0.135,2.433,Serendipita vermifera MAFF 305830
742,rand_2305,0.6152,AF-A0A2V8L9W8-F1-model_v4,0.282,0.684,0.239,9.731,Acidobacteria bacterium
743,rand_473,0.2823,AF-A0A1B6GCM2-F1-model_v4,0.121,0.938,0.203,3.721,Cuerna arida
744,rand_2395,0.1977,AF-A0A067PL78-F1-model_v4,0.189,1.0,0.227,9.958,Jaapia argillacea MUCL 33604
745,rand_1628,0.5466,AF-A0A5B0LWM2-F1-model_v4,0.153,0.987,0.862,5.212,Puccinia graminis f. sp. tritici
746,rand_310,0.2176,AF-B7QF85-F1-model_v4,0.166,0.796,0.676,5.153,Ixodes scapularis
747,rand_303,0.2104,AF-A0A642UXK0-F1-model_v4,0.135,1.0,0.569,9.197,Diutina rugosa
748,rand_1459,0.2209,AF-A0A6G2LUJ0-F1-model_v4,0.235,0.965,0.274,3.586,Streptomyces sp. SID4956
749,rand_598,0.5794,AF-A0A1Q7WNS7-F1-model_v4,0.131,0.29,0.201,4.61,Alphaproteobacteria bacterium 13_1_20CM_3_64_12
750,rand_1151,0.6772,AF-U9SV73-F1-model_v4,0.105,0.779,0.245,1.32,Rhizophagus irregularis DAOM 181602=DAOM 197198
751,rand_591,0.4042,AF-Q38DN3-F1-model_v4,0.1,0.515,0.543,2.173,Trypanosoma brucei brucei TREU927
752,rand_312,0.2747,AF-A0A2P6NEQ7-F1-model_v4,0.125,1.0,0.426,6.676,Planoprotostelium fungivorum
753,rand_8,0.04769,AF-A0A034WNL3-F1-model_v4,0.132,0.958,0.94,4.221,Bactrocera dorsalis
754,rand_2232,0.2591,AF-A0A7S4P5R2-F1-model_v4,0.254,0.983,0.374,3.952,Guillardia theta
755,rand_518,0.3876,AF-A0A3D4Z1D2-F1-model_v4,0.131,0.986,0.963,0.4354,Deltaproteobacteria bacterium
756,rand_67,0.1525,AF-A0A0D2FAI4-F1-model_v4,0.114,0.821,0.792,3.93,Fonsecaea pedrosoi CBS 271.37
757,rand_2455,0.3958,AF-A0A1S3W5G0-F1-model_v4,0.235,1.0,0.237,8.786,Erinaceus europaeus
758,rand_1290,0.7645,AF-A0A4S0I661-F1-model_v4,0.127,0.522,0.511,0.2971,bacterium M00.F.Ca.ET.191.01.1.1
759,rand_1565,0.3114,AF-A0A6L5CB97-F1-model_v4,0.103,0.902,0.632,9.217,Ephemera danica
760,rand_316,0.2103,AF-A0A1D1VP20-F1-model_v4,0.113,1.0,0.986,7.814,Ramazzottius varieornatus
761,rand_2347,0.4753,AF-A0A6P5GDB0-F1-model_v4,0.186,0.768,0.195,4.153,Ananas comosus
762,rand_594,0.2656,AF-A0A2I0S4K2-F1-model_v4,0.118,0.992,0.597,3.582,Cercospora zeina
763,rand_1748,0.3294,AF-A0A7M3Z5X0-F1-model_v4,0.192,1.0,0.642,3.834,Candidatus Poseidoniales archaeon
764,rand_1937,0.5556,AF-A0A2Z7C3L0-F1-model_v4,0.055,0.783,0.184,6.978,Dorcoceras hygrometricum
765,rand_2124,0.7314,AF-Q1PUZ0-F1-model_v4,0.031,0.508,0.5,3.413,Candidatus Kuenenia stuttgartiensis
766,rand_2297,0.8877,AF-A0A1V9XRX5-F1-model_v4,0.085,0.603,0.257,5.092,Tropilaelaps mercedesae
767,rand_1582,0.3874,AF-A0A1E4JR27-F1-model_v4,0.142,0.728,0.642,9.425,Sphingopyxis sp. SCN 67-31
768,rand_1805,0.3718,AF-A0A1N6L2F7-F1-model_v4,0.112,0.932,0.737,8.531,Singulisphaera sp. GP187
769,rand_1705,0.4138,AF-A0A1M5DA63-F1-model_v4,0.105,0.987,0.238,7.319,Cnuella takakiae
770,rand_2404,0.5175,AF-A0A853LUU2-F1-model_v4,0.175,1.0,0.781,2.008,Mycobacterium colombiense
771,rand_1384,0.2987,AF-A0A3P8A9T8-F1-model_v4,0.152,0.943,0.291,3.642,Heligmosomoides polygyrus
772,rand_2182,0.4373,AF-A0A267DZJ8-F1-model_v4,0.209,1.0,0.107,7.766,Macrostomum lignano
773,rand_733,0.4026,AF-A0A2N3QXQ0-F1-model_v4,0.115,0.866,0.462,7.041,Bifidobacterium pseudolongum subsp. globosum
774,rand_481,0.2551,AF-A0A5N5NUQ4-F1-model_v4,0.18,0.84,0.434,1.261,Coniochaeta sp. 2T2.1
775,rand_2418,0.2799,AF-A0A6H5KZR5-F1-model_v4,0.245,0.981,1.0,8.757,Ectocarpus sp. CCAP 1310/34
776,rand_1833,0.486,AF-M7BXG3-F1-model_v4,0.164,1.0,0.493,9.655,Chelonia mydas
777,rand_1345,0.3971,AF-A0A6S7IDM1-F1-model_v4,0.092,0.739,0.738,4.923,Paramuricea clavata
